genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Ulvibacter litoralis,227084,KMM 3912,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,37.4,,AY243096,50.7,4
Alcaligenes aquatilis ,323284,LMG 22996,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,,56,,AJ937889,53,4
Desulfuromusa succinoxidans,37626, Gylac,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,,46,,X79415,54.4,4
Desulfuromusa kysingii,37625,Kysw2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,,47,,X79414,54.5,4
Leuconostoc miyukkimchii,910540,M2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,42.5,,HQ263024,51.6,4
Algoriphagus marisflavi,2006132,KEM-106,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,42.7,,MF193603,53.2,4
Algoriphagus litorisediminis,1888911,OITF-19,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,38.3,,KX578604,53.3,4
Devosia confluentis,1849014,HJR-2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,66,,KU507536,55.1,4
Pseudohongiella nitratireducens,1768907,SCS-49,Bacteria,Proteobacteria,Gammaproteobacteria,,,Pseudohongiella,,51.8,,KT851540,54.5,4
Lewinella xylanilytica,1514080,13-9-B8,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,,59.1,,KJ573521,54.2,4
Litoreibacter ponti,1510457,GJSW-31,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,62.5,,KJ729031,55.1,4
Flavobacterium seoulense,1492738,EM1321,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.3,,KJ461685,50.6,4
Roseovarius gaetbuli,1356575,YM-20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,60.9,,KF208688,54.6,4
Mariniflexile soesokkakense,1343160,RSSK-9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,,34.6,,KC987357,50.8,4
Pseudomonas salegens,1434072,GBPy5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,59.2,,KF830707,53.9,4
Vibrio salilacus,1323749,DSG-S6,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,46.8,,KC762315,53.5,4
Aestuariihabitans beolgyonensis,1307136,BB-MW15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariihabitans,,62.7,,KC577450,55,4
Flavobacterium keumense,1306518,K3R-10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.4,,KC355348,50.5,4
Mucilaginibacter gynuensis,1302236,YC7003,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,49,,KC247157,51.6,4
Winogradskyella undariae,1285465,WS-MY5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,33.2,,KC261665,48.8,4
Marinobacter halophilus,1323740,XCD-X12,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,55.6,,KC762322,55.3,4
Dyadobacter tibetensis,1211851,Y620-1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,44.4,,JQ824420,52.4,4
Comamonas phosphati,1211803,WYH 22-41,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,62.4,,JQ246447,54.4,4
Mucilaginibacter jinjuensis,1176721,YC7004,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,40,,JQ765855,52,4
Homoserinimonas aerilata,1162970,5317J-19,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinimonas,,66,,JQ639053,55.8,4
Winogradskyella litorisediminis,1156618,DPS-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,34.7,,JQ432561,49.9,4
Nonlabens agnitus,870484,JC2678,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,37,,HM475136,52.8,4
Algibacter pectinivorans,870482,JC2675,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,30,,HM475134,49.2,4
Pedobacter boryungensis,869962,BR-9,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38.5,,HM640986,51.8,4
Pseudorhodobacter aquimaris,687412,HDW-19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,60.9,,GU086365,54.6,4
Zhongshania guokunii,641783,ZS6-22,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Zhongshania,,51.8,,FJ889678,54,4
Zhongshania antarctica,641702,ZS5-23,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Zhongshania,,51.5,,FJ889619,54,4
Devosia mishustinii,616951,17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,64.5,,NR_044599,55.5,4
Dokdonia donghaensis,326320,DSW-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,GCA_001653755.1,38.2,3.3,DQ003276,49.3,4
Maribacter dokdonensis,320912,DSW-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,36.1,,AY960749,54.2,4
Sulfurimonas paralvinellae,317658,GO25,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,,37.6,,AB252048,51.8,4
Psychrobacter alimentarius,261164,JG-100,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,GCA_001606025.1,42.9,3.3,AY513645,52.5,4
Pseudomonas gessardii,78544,CIP105469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,58,,AF074384,53.6,4
Pseudomonas jessenii,77298,CIP 105274,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,57.5,,AF068259,53.7,4
Pseudomonas mandelii,75612,CIP 105273 ,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,57,,AF058286,54.3,4
Desulfocapsa sulfexigens,65555,SB164P1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,GCA_000341395.1,45.4,4,Y13672,52.7,4
Pseudoalteromonas citrea,43655,ATCC 29719,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,41.8,,X82137,53.2,4
Pseudoalteromonas nigrifaciens,28109,ATCC 19375,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_002221505.1,40.2,4.3,X82146,53,4
Nocardioides allogilvus,2072017,CFH 30205,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69.9,,MG800321,57.6,4
Nocardia cavernae,2027872,YIM A1135,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,66.7,,KY285257,57.7,4
Lentzea cavernae,2020703,SYSU K10001,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,,69.4,,KX817996,59,4
Acidocella aquatica,1922313,Ok2G,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,,62.6,,LC199502,55,4
Nocardioides cavernae,1921566,YIM A1136,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.4,,KX815990,58.1,4
Sphingoaurantiacus capsulatus,1771310,YLT33,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,,68.5,,KT321369,55.8,4
Emticicia sediminis,1457543,JBR12,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,37.7,,KF309174,50.7,4
Leucothrix pacifica,1247513,XH122,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,,46.2,,JX501256,54.3,4
Pseudomonas yamanorum,515393,8H1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_001612705.2,60.6,6.9,EU557337,53.6,4
Modestobacter marinus,477641,42H12-1,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter,GCA_000306785.1,74.1,5.6,EU181225,59,4
Microbacterium profundi,450380,Shh49,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,66.8,,EF623999,55.9,4
Dyadobacter beijingensis,365489,A54,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,49.2,,DQ335125,52.8,4
Vibrio hepatarius,171383,LMG 20362,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,45.5,,AJ345063,53.5,4
Roseobacter ponti,1891787,MM-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,60.8,,KX756455,54.5,4
Lewinella aquimaris,1835722,HDW-36,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,,60.9,,KX084062,53.9,4
Polaribacter vadi,1774273,LPB0003,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,GCA_001761365.1,29.6,3.8,KT355267,49.5,4
Paenibacillus crassostreae,1763538,LPB0068,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,GCA_001857945.1,39.9,4.8,KU057345,54.7,4
Hydrogenophaga crassostreae,1763535,LPB0072,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,GCA_001761385.1,61.3,4.9,KU198320,54.2,4
Psychroflexus planctonicus,1526575,X15M-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,35,,KJ782429,49.2,4
Sphingomonas arantia,1460676,6P,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.3,,KF876174,54.4,4
Maribacter caenipelagi,1447781,HD-44,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,37.6,,KF748920,53.1,4
Polymorphobacter fuscus,1439888,D40P,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,67.4,,KF737330,54.3,4
Belliella aquatica,1323734,TS-T86,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,,35,,KC762321,52.4,4
Algibacter miyuki,1306933,WS-MY6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,35.3,,KC662118,49.1,4
Algibacter undariae,1285464,WS-MY9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,35,,KC261664,49,4
Mesoflavibacter aestuarii,1266046,KYW614,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,,32.6,,JX854528,49.8,4
Paenibacillus shirakamiensis,1265935,P-1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,43.9,,AB769168,53.6,4
Jannaschia faecimaris,1244108,HD-22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,,64.6,,JX680802,54.1,4
Puniceibacterium antarcticum,1206336,SM1211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,,60.7,,JX070673,54,4
Bizionia hallyeonensis,1123757, T-y7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,37.1,,JN885199,49.2,4
Marinobacter antarcticus,564117,ZS2-30,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,55.8,,FJ196022,54.8,4
Pedobacter terrae,405671,DS-57,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,39.7,,DQ889723,52.2,4
Tateyamaria pelophila,328415,SAM4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,,56.4,,AJ968651,53.3,4
Aeromicrobium alkaliterrae,302168, KSL-107,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,71.5,,AY822044,57.8,4
Yoonia rosea,287098,Fg36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,,60.5,,AY682199,54.4,4
Aeromicrobium marinum,219314,T2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,70.6,,AY166703,57.4,4
Aureimonas glaciei,1776957,B5-2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,,69.3,,KU253627,56.3,4
Polaribacter huanghezhanensis,1354726,SM1202,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,36.4,,KC793205,49.7,4
Hymenobacter cavernae,2044852,K1E01-27,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,54.9,,MF193478,55.1,4
Pseudomonas moraviensis,321662,1B4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,AY970952,53.7,4
Pseudomonas vranovensis,321661,2B2?,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,AY970951,54.4,4
Pseudomonas lactis,1615674,WS 4992,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,60,,KP756925,53.1,4
Pseudomonas paralactis,1615673,WS 4672,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,59.7,,KP756921,53.2,4
Rosenbergiella nectarea,988801,8N4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rosenbergiella,,46.8,,HQ284827,53,4
Nakamurella intestinalis,2027859,63MJ-1,Bacteria,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,,64.6,,KU379671,58,4
Pedobacter lycopersici,1911527,T16R-88,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,35.6,,KU379664,51.5,4
Granulosicoccus undariae,1524256,W-BA3,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,,56,,KJ855315,53.3,4
Flavobacterium ginsengiterrae,871695,DCY55,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.1,,HM776706,51.1,4
Siphonobacter intestinalis,2685926,63MJ-2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,,43.5,,KU379672,52.8,4
Paludicola psychrotolerans,2038680,NC1253,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola,,35.4,,KY777734,51.2,4
Variovorax humicola,1769758,UC38,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,66.2,,KT301941,54.8,4
Planctobacterium marinum,1631968,K7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Planctobacterium,,46.5,,LN830270,53.2,4
Planktosalinus lacus,1526573,X14M-14,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Planktosalinus,,36.6,,KJ782427,51.2,4
Chryseobacterium solani,1393046,THG-EP9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,35.3,,KF532126,50.6,4
Pseudomonas salina,1323744,XCD-X85,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,57.4,,KC762324,53.4,4
Chryseobacterium gwangjuense,1069980,THG-A18,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,36.4,,JN196134,50.4,4
Winogradskyella damuponensis,943939,F081-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,32.3,,HQ336488,49.2,4
Flavobacterium ginsengisoli,871694,DCY54,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.3,,HM776705,51.8,4
Mucilaginibacter angelicae,869718,GG-w14,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,42.5,,HM627214,51.6,4
Marinobacter zhanjiangensis,578215, JSM 078120,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,60.6,,FJ425903,55.4,4
Pigmentiphaga litoralis,516702,JSM 061001,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,,65.5,,EU583723,55.2,4
Arthrobacter halodurans,516699,JSM 078085,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,63.3,,EU583729,59,4
Sphingobacterium anhuiense,493780,CW 186,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,36.3,,EU364817,50.5,4
Halomonas sediminis,470784,YIM-C248,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,58.6,,EU135707,57.1,4
Uliginosibacterium gangwonense,392736,5YN10-9,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,,59.3,,DQ665916,55.4,4
Pseudomonas pohangensis,364197,H3-R18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,64,,DQ339144,54,4
Pseudodesulfovibrio aespoeensis,182210,Aspo-2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,GCA_000176915.2,62.6,3.6,X95230,55.1,4
Winogradskyella flava,1884876,SFD31,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,36,,KX279346,50.6,4
Nonlabens ulvanivorans,906888,PLR,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,35.3,,GU902979,50.7,4
Collimonas fungivorans,158899,Ter6,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,GCA_001584145.1,59,5.6,AJ310394,53,4
Zobellia uliginosa,143224,ZoBell 553,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,,42.9,,M62799,52.6,4
Pseudomonas silesiensis,1853130,A3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_001661075.1,59.6,6.8,NR_156815,54,4
Methylophaga alcalica,182774,M39,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,,48.3,,AF384373,53,4
Polaribacter reichenbachii,996801, 6Alg 8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,GCA_001975665.1,29.5,4.1,HQ891656,50.1,4
Winogradskyella arenosi,533325,R60,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,AB438962,48.3,4
Flavobacterium ahnfeltiae,1265696,10Alg 130,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.3,,KC247342,49.6,4
Litorimonas cladophorae,1220491,KMM 6395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Litorimonas,,48.7,,JX174422,53.3,4
Reichenbachiella agariperforans,156994,KMM 3525,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,,44.5,,AB058919,51.2,4
Psychrobacter submarinus,154108,KMM 225,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,46.7,,AJ309940,52.8,4
Maribacter stanieri,440514,KMM 6046,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,37,,EF536746,53.4,4
Paludibaculum fermentans,1473598,P105,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Bryobacteraceae,Paludibaculum,,60.5,,KJ461654,56.1,4
Telmatobacter bradus,474953,TPB6017,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Telmatobacter,,57.6,,AM887760,54.6,4
Sulfitobacter marinus,394264, SW-265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,57.8,,DQ683726,54.4,4
Sulfitobacter mediterraneus,83219,CH-B427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,59,,Y17387,54.6,4
Arenibacter echinorum,440515, KMM 6032,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,,39.5,,EF536748,54.1,4
Flavimarina flava,2039708,MBLN091,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavimarina,,39.6,,KX664463,51.7,4
Rheinheimera gaetbuli,1586750,H26,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,52,,KM588221,53.3,4
Arcticiflavibacter luteus,1434066,SM1212,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,,36.6,,KF711856,49.4,4
Marinobacterium aestuarii,1821621,ST58-10,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,GCA_001651805.1,58.8,5.2,KU886021,54.4,4
Arthrobacter gyeryongensis,1650592,DCY72,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,64.5,,JX141781,57.1,4
Aquimixticola soesokkakensis,1519096,DSSK2-3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aquimixticola,,60.8,,KJ794108,54.9,4
Siccationidurans ginsengisoli,1051626,DCY57,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Siccationidurans,,58.9,,JN090860,55.8,4
Pacificibacter marinus,658057,HDW-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,,58.3,,GQ243422,53.6,4
Nocardioides alkalitolerans,281714,KSL-1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,73,,AY633969,57.8,4
Litorimonas haliclonae,2081977,MAA42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Litorimonas,,52.8,,KX611228,52.9,4
Pedobacter ginsengiterrae,871696,DCY49,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,40.9,,HM776704,49.9,4
Litoreibacter ascidiaceicola,1486859,RSS4-C1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,58,,KJ410763,54.1,4
Brachybacterium ginsengisoli,1331682,DCY80,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,GCA_002407065.1,71.6,4,KC876052,56.6,4
Erythrobacter marinus,874156,HWDM-33,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,66.1,,HQ117934,53.6,4
Pedobacter terricola,430684,DS-45,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,36.8,,EF446147,53.7,4
Sphingomonas insulae,424800,DS-28,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,67,,EF363714,54.5,4
Brevundimonas lenta,424796,DS-18,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,68.7,,EF363713,55.1,4
Yoonia maricola,420999,DSW-18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,,56.8,,EF202613,54.5,4
