genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Gryllotalpicola daejeonensis,993087,RU-04,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,,70.2,,HQ832502,57.7,25
Sphingopyxis panaciterrulae,462372,DCY34,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,62.3,,EU075217,55,25
Pseudodesulfovibrio hydrargyri,2125990,BerOc1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,,62.6,,EU137840,54.8,25
Lunatimonas salinarum,1774590,JC344,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Lunatimonas,,43,,LN997816,56.1,25
Ornithinicoccus halotolerans,1748220,EGI 80423,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus,,72.8,,KT734857,57.7,25
Rhodovulum aestuarii,1671555,JA924,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,64,,LN866627,55.3,25
Rhodobacter lacus,1641972,JA826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,65.5,,LN835251,55.3,25
Rhodobacter azollae,1608946,JA912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,64.6,,LN810641,55.2,25
Flavisolibacter swuensis,1492899,SR2-4-2,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,45,,KJ461520,53.4,25
Rhodovulum viride,1231134,JA756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,63.3,,HE983843,55.4,25
Gryllotalpicola reticulitermitis,1184153,TS-56,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Gryllotalpicola,,67.4,,JQ864374,56.8,25
Rhodovulum salis,1155475,JA746,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,62.4,,HE680093,55.7,25
Marininema mesophilum,1048340,SCSIO 10219,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Marininema,,46.5,,JN006758,56.8,25
Thiophaeococcus fuscus,764330, JA633,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiophaeococcus,,64.5,,FN824810,56.9,25
Phaeospirillum tilakii,741673,JA492,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,,61.5,,FN675262,56.4,25
Arthrobacter pityocampae,547334,Tp2,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,69.5,,EU855749,56.1,25
Alicyclobacillus aeris,545890,ZJ-6,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,,51.2,,FM179383,57.7,25
Thiorhodococcus fuscus,527200,JA363,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,,64,,AM993157,56.7,25
Allochromatium humboldtianum,504901,AX1YPE,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,,63.9,,EU442182,58.4,25
Rhodovulum lacipunicei,487515,JA322,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,68.6,,AM921780,55.9,25
Rhodobacter aestuarii,453582,JA296,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,65.1,,AM748926,55.3,25
Rhodobacter maris,446682, JA276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,62.9,,AM745438,56,25
Rhodobacter johrii,445629,JA192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,65.7,,AM398152,55.6,25
Pararhodospirillum sulfurexigens,442525,JA143,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,,64.7,,AM710622,57,25
Rhodobacter ovatus,439529, JA234 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,70.1,,AM690348,55.3,25
Rhodanobacter spathiphylli,347483,B39,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,67.6,,AM087226,56.3,25
Rhodovulum marinum,320662,JA128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,62,,AJ891122,55.5,25
Prosthecochloris indica,315457,JAGS6,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,,53,,AJ887996,51.3,25
Streptomyces sundarbansensis,265730,MS1/7,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.9,,AY550275,58.1,25
Gemmatimonas aurantiaca,173480,T-27,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,GCA_000010305.1,64.3,4.6,AB072735,60.2,25
Rhodovulum bhavnagarense,992286,JA738,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,63.4,,FR828479,55.4,25
Nocardioides agariphilus,433664,MSL-28,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69.4,,EF466113,57.9,25
Mycobacterium nebraskense,244292,ATCC BAA-837,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AY368456,58.1,25
Mycobacterium haemophilum,29311,ATCC 29548,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,GCA_000340435.3,,4.2,X88923,57.8,25
Myxococcus xanthus,34,FB,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,GCA_000012685.1,68.9,9.1,AB218205,56,25
Legionella massiliensis,1034943,LegA,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,,JF779685,53.6,25
Paenibacillus physcomitrellae,1619311,XB,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.3,,KP334123,56.2,25
Novosphingobium lindaniclasticum,1329895,LE124,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,60.7,,JN687581,54.8,25
Labrys soli,1233475,DCY64,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,,63,,JX315532,55.3,25
Parasediminibacterium paludis,908966,HME6815,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasediminibacterium,,38.4,,HQ231219,51,25
Paracoccus caeni,657651,MJ17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,58.7,,GQ250442,55.1,25
Thiorhodococcus modestalkaliphilus,527199,JA395,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,,57.8,,AM993156,56.1,25
Coralibacter albidoflavus,499064,04OKA-3-121,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Coraliitalea,,38.8,,LC260147,57.4,25
Flavobacterium vireti,1582803,THG-SM1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38.5,,KM576853,50.7,25
Frankia coriariae,1562887,BMG5.1,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,,70.2,,KY066449,60.2,25
Frondibacter aureus,1495146,A5Q-67,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Frondibacter,,36.7,,AB932598,49.6,25
Wenyingzhuangia heitensis,1487859,H-MN17,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,31.8,,AB924513,49.1,25
Promicromonospora iranensis,1105144,HM 792,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora,,,,JN038073,57.5,25
Rhizobium pongamiae,927702,VKLR-01,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,,GQ444136,54.6,25
Rubellimicrobium roseum,687525,YIM 48858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,67.7,,GU109478,57.6,25
Thiorhodococcus alkaliphilus,1752873,JA878,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,,62.4,,LN901453,56.9,25
Spirosoma swuense,1848194,JBM2-3,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,47.4,,KU865688,54.6,25
Rhizobium subbaraonis,908946,JC85,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,67.7,,NR_108508,55.5,25
Georgenia sediminis,1242744,SCSIO 15020,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,,73.2,,JX555983,58.9,24
Haloterrigena saccharevitans,301967,AB14,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,,66.6,,AY820137,58.8,24
Halobiforma lacisalsi,229731,AJ5,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,GCA_000226975.3,65.2,4.4,AY277582,59.1,24
Proteiniclasticum ruminis,398199,D3RC-2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,,41,,DQ852338,53.6,24
Haloarcula japonica,29282,TR-1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,,63.3,,D28872,54.3,24
Methanolobus chelungpuianus,502115,R15,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,,48.3,,EU293796,55.7,24
Clostridium amylolyticum,1121298,SW408,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,33.1,,EU037903,53.9,24
Oryzomicrobium terrae,1735038,TPP412,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Oryzomicrobium,GCA_008274805.1,66.1,3.5,KR296798,56.1,24
Hoppeia youngheungensis,1408155,YIK12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hoppeia,,40.4,,KF576216,54.7,24
Mycobacterium grossiae,1552759,PB739,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,GCA_008329645.1,70.5,5.7,KM186137,58.6,24
Frischella perrara,1267021,PEB0191 ,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,GCA_000807275.1,34.1,2.7,JX878306,51.8,24
Photorhabdus heterorhabditis,880156,SF41,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,,,,HQ142626,55,24
Barrientosiimonas humi,999931,39,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Barrientosiimonas,,68.4,,JF346171,57.4,24
Hypericibacter adhaerens,2602016,R5959,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,GCA_008728835.1,67.4,5.9,MH450230,57.5,24
Streptomyces humi,1428620,MUSC 119,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.6,,KJ632661,58.7,24
Sinomonas humi,1338436,MUSC 117,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,,67.3,,KC964537,60.1,24
Streptomyces polygonati,1617087,NEAU-G9,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,70.7,,KF195922,59.2,24
Mycolicibacterium aubagnense,319707,U8,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,65,,NR_043238,58,24
Mycobacterium sherrisii,243061,4773,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AY353699,58.5,24
Sphaerisporangium rufum,1381558,R10-82,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium,,74,,AB842299,59.8,24
Monashia flava,1428657,MUSC 78,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,,73.1,,KF682157,57.8,24
Streptomyces mangrovisoli,1428628,MUSC 149,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.7,,KJ632664,58.6,24
Streptomyces euryhalinus,207915,MS 3/20,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,77.3,,KR827683,59.7,24
Chitinophaga aurantiaca,2675051,THG-SD5.5,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,46.1,,KY765911,51.5,24
Anaerosporomusa subterranea,1794912,RU4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosporomusa,,52,,KX268498,54.7,24
Chelativorans composti,768533,Nis3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,,63.4,,AB563785,57.2,23
Haloferax mucosum,403181,PA12 ,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,60.8,,DQ860980,56.5,23
Haloferax prahovense,381852,TL6,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,63.7,,AB258305,56.8,23
Haloferax chudinovii,1109010,RS75,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,,65,,JX669135,57,23
Halanaerobacter chitinivorans,42419,W5C8,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobacter,,34.8,,U32596,51.6,23
Halalkalicoccus tibetensis,175632,DS12,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halalkalicoccus,,61.5,,AF435112,58.8,23
Saccharedens versatilis,1680761,CAG32,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Saccharedens,,59.2,,KT258895,56,23
Ferroplasma acidarmanus,97393,fer1,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,GCA_000152265.2,36.5,1.9,NR_103941,51.2,23
Bacillus massiliogabonensis,1871011,Marseille P2639,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,LT598571,54.8,23
Mycoplasma ciconiae,561067,ST 57,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,,,FJ155815,48.5,23
Desulfitibacter alkalitolerans,264641,sk.kt5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitibacter,,41.6,,AY538171,53.9,23
Falsiporphyromonas endometrii,1387297,LMM 40,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Falsiporphyromonas,,40.7,,HF969314,52.4,23
Acidihalobacter prosperus,160660,DSM5130,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter,GCA_001753245.1,59.9,3.6,CP017448,55.8,23
Ventosimonas gracilis,1680762,CV58,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Ventosimonadaceae,Ventosimonas,,54.9,,KT258896,54.9,23
Nocardiopsis flavescens,758803,SA6,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,68.6,,GU997639,59,23
Lactobacillus acetotolerans,1600,ATCC 43578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,GCA_001042405.1,36.7,1.7,M58801,51.3,23
Oxobacter pfennigii,36849,V5-2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter,,38,,X77838,52.8,23
Yeosuana aromativorans,288019,GW1-1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Yeosuana,,51.4,,AY682382,52.8,23
Streptomyces lopnurensis,1495572,TRM 49590,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,62.2,,AB932597,59.2,23
Cephaloticoccus capnophilus,1548208,CV41,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Cephaloticoccus,,60.5,,KM066003,54.3,23
Bacteroides oleiciplenus,626931,MS4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,43.5,,HG315678,50.4,23
Sporotomaculum hydroxybenzoicum,68035,B,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Sporotomaculum,,48,,Y14845,55.5,23
Streptomyces aidingensis,910347,TRM 46012,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,74.4,,HQ286045,60.1,23
Anaerococcus provencensis,938293,9402080,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,33.5,,HM587323,49.6,23
Acholeplasma morum,264637,72-043,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,34,,AY538168,49.1,23
Mesoplasma entomophilum,2149,TAC,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,GCA_002749675.1,27.2,0.8,M23931,47.6,23
Acidiplasma cupricumulans,312540,BH2,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,,36,,AY907888,51.8,22
Clostridium tepidiprofundi,420412,SG 508,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,30.9,,EF197795,53,22
Halobacterium jilantaiense,355548,NG4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,64.2,,DQ256409,57.7,22
Halanaerobium salsuginis,29563,VS-752,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,,34,,L22890,51.9,22
Halobacterium hubeiense,1407499,JI20-1 ,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,GCA_001488575.1,66.6,3.1,LN831302,58.3,22
Methanoculleus palmolei,72612,INSLUZ,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,,59.5,,Y16382,55.9,22
Halogeometricum borinquense,60847,PR 3 ,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,GCA_000172995.2,60,3.9,AF002984,56.9,22
Natronococcus amylolyticus,44470,Ah-36,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,,63.5,,D43628,58.3,22
Prauserella coralliicola,1401264,SCSIO 11529,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,,70.2,,KF670858,58.6,22
Halorubrum ezzemoulense,337243,5.1,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,GCA_004126515.1,66.5,3.7,DQ118426,57.6,22
Halosimplex carlsbadense,171164,2쭯9-1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,,64.4,,AF320478,58.3,22
Bifidobacterium callitrichidarum,2052941,TRI 5,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,60.9,,KU298954,59.4,22
Bifidobacterium vespertilionis,2562524,RST 9,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,64.6,,MK722392,59.2,22
Bifidobacterium jacchi,2490545,MRM 9.3,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,61.5,,KP718960,61.6,22
Bifidobacterium catulorum,1630173,MRM 8.19,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,63.7,,KP718959,60.2,22
Halococcus agarilyticus,1232219,62E,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,63,,AB748562,59.9,22
Lentibacillus halodurans,237679,8墩1휑,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,,43.4,,AY321433,55.4,22
Hazenella coriacea,1179467,23436,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Hazenella,,37.8,,JQ798970,57.6,22
Halorubrum tibetense,175631,8W8,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,63.3,,AY149598,58.6,22
Mycolicibacterium mageritense,53462,938,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,AJ699399,58.9,22
Staphylococcus hyicus,1284,D. Sompolinsky no. 1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,GCA_000816085.1,35.6,2.5,D83368,51.6,22
Pseudogracilibacillus endophyticus,1534102,DT7-02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,,35.1,,KM253061,54.3,22
Bacillus aidingensis,384933,5墩17휑,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,48.1,,DQ504377,58.1,22
Desulfobaculum xiamenense,995050,P1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfobaculum,,64.5,,HQ697913,56.8,22
Clostridium disporicum,84024,DS1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,40.5,,Y18176,53.4,22
Desulfovibrio legallii,571438,H1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,55,,FJ225426,56,22
Treponema succinifaciens,167,ATCC33096,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,GCA_000195275.1,39.2,2.9,M57738,61.7,22
Neisseria dumasiana,1931275,93087,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,,50.5,,KY417828,54.3,22
Risungbinella pyongyangensis,1515736,MC 210,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Risungbinella,,42.1,,KJ729272,56.6,22
Mycobacterium scrofulaceum,1783,ATCC 19981,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52924,57.9,22
Yimella lutea,587872,YIM 45900,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Yimella,,65.8,,FJ528304,56.3,22
Oceanirhabdus sediminicola,1176697,NH-JN4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oceanirhabdus,,35.8,,JQ771468,54,22
Listeria costaricensis,2026604,CLIP 2016/00682,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,,43.7,,MK174378,53.8,22
Actinopolyspora salinaria,1434887,HS05-03,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,,69.9,,AB894336,60.5,22
Corynebacterium hadale,2026255,NBT06-6,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,65.1,,MF576260,56.1,22
Mycolicibacterium confluentis,28047,1380/90,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,X63608,58,22
Mycobacterium intracellulare,1767,DSM 44049,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,GCA_000277125.1,,5.4,X67847,58.5,22
Muricauda iocasae,2055905,L2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,,51.3,,MG563767,55.4,22
Yangia pacifica,311180,DX5-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,GCA_003111685.1,66.5,5.2,AJ877265,55.3,22
Nocardioides aromaticivorans,200618,H-1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,72.2,,AB087721,58,22
Paraburkholderia tropica,92647,Ppe8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,63.5,,AJ420332,55.7,22
Shewanella fodinae,552357,JC15,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,53.6,,FM203122,55,22
Nonomuraea gerenzanensis,93944,ATCC 39727,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,71.2,,AJ582011,60.4,22
Mangroviflexus xiamenensis,995053,P2,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Mangroviflexus,,44.2,,HQ697914,51.4,22
Desulfatibacillum alkenivorans,259354,PF2803 ,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,,57.8,,AY493562,53.8,22
Acholeplasma granularum,264635,BTS-39,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,31.5,,AY538166,49.3,22
Brevibacterium avium,83828,CCUG 43455,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,,,,Y17962,56.6,22
Mycolicibacter hiberniae,29314, ATCC 49874,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,,,,X67096,58.2,22
Acholeplasma axanthum,29552,S-743,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,GCA_900660745.1,28.1,1.9,AF412968,48.9,22
Mycobacterium malmoense,1780,ATCC 29571,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52930,57.9,22
Cruoricaptor ignavus,1118202,IMMIB L-12475,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cruoricaptor,,45.6,,HE614680,57.8,22
Flavobacterium ceti,395087,454-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.7,,AM292800,49.2,22
Mycolicibacterium sphagni,1786,ATCC 33027,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,,,,X55590,57.5,22
