genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Acaricomes phytoseiuli,291968,CSCT,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Acaricomes,,57.7,,AJ812213,56.1,15
Glaciecola nitratireducens,300231,FR1064,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,GCA_000226565.1,42.3,4.1,AY787042,52.1,15
Chloroherpeton thalassium,100716,GB-78,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chloroherpeton,GCA_000020525.1,45,3.3,NR_041767,50.5,15
Novosphingobium bradum,1737444,STM-24,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,69.1,,LN890294,55.4,15
Flavobacterium brevivitae,1655233,TTM-43,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,31,,LN849948,50.6,15
Flavobacterium yonginense,649100,HMD1001,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.9,,GQ144413,50.9,15
Glycomyces paridis,2126555,CPCC 204357,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,,72.2,,MG589943,58.6,15
Nocardioides intraradicalis,1817596,YIM DR1091,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,74.6,,KU940252,58.5,15
Kribbella mirabilis,1562584,XMU 706 ,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,,67.3,,KJ786943,58.9,15
Flavobacterium tistrianum,1685414,GB 56.1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.2,,KT223144,52.7,15
Comamonas humi,1457523,GAU11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,68.2,,AB907700,55.1,15
Pseudomaricurvus alkylphenolicus,1306991,KU41G,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudomaricurvus,,53.3,,AB809161,54,15
Sphaerochaeta pleomorpha,1131707,Grapes,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,GCA_000236685.1,46.2,3.6,AF357917,60.3,15
Ornithinimicrobium murale,1050153,01-Gi-040,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,,,,FR874098,57.3,15
Pseudonocardia khuvsgulensis,673562,MN08-A0297,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,73,,AB521672,58.7,15
Thalassomonas haliotis,485448,A5K-61,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,,50,,AB369381,52.6,15
Thalassomonas actiniarum,485447,A5K-106,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,,47,,AB369380,53.2,15
Paraburkholderia sediminicola,458836,HU2-65W,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,61.2,,EU035613,55.8,15
Sulfitobacter indolifex,225422,HEL-45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,60.1,,AJ550939,54.7,15
Quatrionicoccus australiensis,138118,Ben 117,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Quatrionicoccus,,67,,AY007722,54.1,15
Endozoicomonas gorgoniicola,1234144,PS125,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,47.5,,JX488685,55.6,15
Endozoicomonas euniceicola,1234143,EF212,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,,48.6,,JX488684,54.8,15
Flavobacterium fluviatile,1862387,TAPY14,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38.1,,LT594464,51,15
Labilithrix luteola,1391654,B00002,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,GCA_001263205.1,66.1,12.2,AB847449,55.8,15
Gluconacetobacter takamatsuzukensis,1286190,T61213-20-1a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,,66.6,,AB778531,56.4,15
Gluconacetobacter tumulisoli,1286189,T611xx-1-4a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,,66.5,,AB778530,56.8,15
Gluconacetobacter aggeris,1286186,T6203-4-1a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,,65.4,,AB778526,56.4,15
Gluconacetobacter asukensis,1017181,K8617-1-1b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,,65.4,,AB627120,56.4,15
Gluconacetobacter tumulicola,1017177,K5929-2-1b ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,,64.7,,AB627116,56.5,15
Pectinatus haikarae,349096,VTT E-88329,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,,38.8,,DQ223731,54.5,15
Sphingomonas kyeonggiensis,1268553, THG-DT81,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,66.8,,KC252615,54.4,15
Thalassococcus lentus,1210524,YCS-24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,,58,,JX090308,54.7,15
Hoeflea halophila,714899,JG120-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,,57.8,,GU564401,55.3,15
Nevskia soli,418856,GR15-1,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,,63.9,,EF178286,54.7,15
Roseiarcus fermentans,1473586,Pf56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Roseiarcaceae,Roseiarcus,,70,,KJ406703,56.6,15
Lactobacillus lindneri,53444,KPA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,GCA_001702135.1,34.4,1.5,X95421,51.3,15
Halomonas borealis,2508710,ATF5.2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,66.1,,NZ_SDMO01000022,55.8,15
Flavobacterium dispersum,1815560,MVW-23,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,39.9,,LT223126,51.4,15
Paracoccus fontiphilus,1815556,MVW-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,63.4,,LT223122,55.8,15
Tropicibacter phthalicicus,1037362,KU27E1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter,,58.7,,AB636139,54.9,15
Aureitalea marina,930804,S1-66,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea,,48.1,,AB602429,51.4,15
Halioglobus pacificus,930806,S1-72,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,,59.4,,AB602430,55.6,15
Halioglobus japonicus,930805,S1-36,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,GCA_001983995.1,57.7,4.1,AB602427,54.7,15
Caballeronia glebae,1777143,LMG 29325,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,62.7,,LT158623,55.3,15
Caballeronia arationis,1777142,LMG 29324 ,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,62.8,,LT158622,55.6,15
Caballeronia pedi,1777141,LMG 29323,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,,63,,LT158621,55.8,15
Lysinimicrobium pelophilum,1638984,HI12-111 ,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,72.2,,LC042204,57.8,15
Streptomyces graminilatus,1464070,JL-6,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.8,,HQ268006,58.8,15
Bradyrhizobium guangdongense,1325090,CCBAU 51649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,GCA_004114975.1,63.3,8.4,KC508867,54.8,15
Streptomyces catbensis,1167604,VN07A0015,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.2,,AB705486,59.8,15
Lysinimicrobium mangrovi,1043493,HI08-69,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,,71.7,,AB639012,57.4,15
Actinorectispora indica,1034798,YIM 75728,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinorectispora,,68,,JF789453,59.4,15
Reyranella terrae,1634993,11G32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,Reyranella,,,,KP185143,56.8,15
Methylomonas lenta,980561,R-45377,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,,47,,FR798962,53.4,15
Actinophytocola corallina,657018,ID06-A0464,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,,71.2,,AB511316,58.2,15
Vibrio palustris,1918946,EAod9,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,43.4,,KU320862,53.1,15
Vibrio spartinae,1918945,SMJ21,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,45.3,,KX583607,54.4,15
Ruegeria denitrificans,1715692,CECT 5091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,56.7,,MH023307,54.9,15
Thalassobius activus,1715691,CECT 5113,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,,54.5,,NZ_CYTO01000011,54.4,15
Flavobacterium collinsii,1114861,983-08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.5,,HE612088,50.2,15
Flavobacterium branchiicola,1114875, 59B-3-09,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.6,,HE612102,50.3,15
Flavobacterium branchiarum,1114870,57B-2-09,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,35.4,,HE612097,50.6,15
Profundibacterium mesophilum,1258573,KAUST100406-0324,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacterium,,64,,JF776971,55,15
Streptomyces desertarenae,2666184,SYSU D8023,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,70.1,,MH518265,59.4,14
Fodinicurvata halophila,1419723,BA45AL,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Fodinicurvata,,58,,HG764424,58.5,14
Sinimarinibacterium flocculans,985250,Za3-11,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Sinimarinibacterium,,65,,HQ875491,55.6,14
Fulvivirga kasyanovii,396812,KMM 6220,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvivirga,,59.9,,DQ836305,51.2,14
Streptomyces indiaensis,284033,ATCC 33330,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73.7,,AB184553,59.7,14
Streptomyces oryzae,1434886,S16-07,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,70.4,,AB894335,59.2,14
Tellurimicrobium multivorans,1592105,Ac_18_E7,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium,,59.4,,KP334257,51.9,14
Abyssivirga alkaniphila,1675854,L81,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,,31.7,,KP233895,52.7,14
Methanobacterium lacus,877455,17A1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,GCA_000191585.1,35.8,2.6,HQ110085,55.6,14
Kineococcus xinjiangensis,512762,S2-20,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,,77.8,,EU543662,58.9,14
Idiomarina ramblicola,263724,R22,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,48.7,,AY526862,53.9,14
Sedimentibacter saalensis,130788,ZF2,Bacteria,Firmicutes,Tissierellia,,,Sedimentibacter,,34,,AJ404680,52.2,14
Saccharopolyspora deserti,2081980,SYSU D8010,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,69.9,,MF480321,59,14
Blastocatella fastidiosa,1235480,A2-16,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,,46.5,,JQ309130,51.1,14
Streptomyces amphotericinicus,2023875,1H-SSA8,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,68.8,,KX777593,58.9,14
Tenacibaculum gallaicum,561505,A37.1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,,,AM746477,49,14
Tenacibaculum discolor,361581,LL04 11.1.1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,,,AM411030,49.4,14
Desulfocella halophila,66835,GSL-But2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella,,35,,AF022936,52.6,14
Thiorhodovibrio winogradskyi,77007,SSP1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,,61,,AB016986,56.3,14
Amycolatopsis alkalitolerans,2547244,SYSUP0005,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,69.6,,MK614053,58.6,14
Thiofilum flexile,125627,EJ2M-B,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiofilaceae,Thiofilum,,44,,NR_024757,54.8,14
Kibdelosporangium rhizovicinum,1882233,K12-0791,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,,66.3,,LC169782,58.6,14
Phycicoccus cremeus,587636,V2M29,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,,72,,FJ529696,57.2,14
Pararhizobium capsulatum,34014,M㉨ller 216,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pararhizobium,,59,,X73042,55.2,14
Methanosphaerula palustris,475088,E1-9c,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,GCA_000021965.1,55.4,2.9,EU156000,55.4,14
Kineococcus gynurae,452979,KKD096,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,,73.3,,EF667339,58.2,14
Hyphomicrobium methylovorum,84,DSM 5458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,60.6,,Y14307,55.2,14
Bradyrhizobium valentinum,1518501,LmjM3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,,,JX514883,55.7,14
Bradyrhizobium retamae,1300035,Ro19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,61.5,,KC247085,55.7,14
Bradyrhizobium rifense,515499,CTAW71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,62.7,,EU561074,55.3,14
Bradyrhizobium cytisi,515489,CTAW11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,65.1,,EU561065,55.4,14
Tenacibaculum soleae,447689,?LL04 12.1.7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,29.8,,AM746476,49,14
Dichotomicrobium thermohalophilum,933063, IFAM 954,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Dichotomicrobium,,63,,NR_104742,57.2,13
Marinospirillum celere,1122252,v1c_Sn-red,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum,,52.1,,EU375807,54.6,13
Marinobacter hydrocarbonoclasticus,2743,17,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,GCA_000284615.1,57.4,4,X67022,54.6,13
Desulfoplanes formicivorans,1592317,Pf12B,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes,,55.4,,LC017841,54.4,13
Gracilibacillus alcaliphilus,1401441,SG103,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,41.3,,AB854047,55.3,13
Bacillus kribbensis,356658,BT080,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,43.3,,DQ280367,55.2,13
Desulfitobacterium dehalogenans,36854,JW/IU-DC1 ,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,GCA_000243155.3,45,4.3,L28946,53.4,13
Zobellia galactanivorans,63186,Dsij,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,GCA_000973105.1,42.8,5.5,AF208293,53.3,13
Domibacillus robiginosus,1071054,WS 4628,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,,44.1,,HE577175,56.6,13
Alkanibacter difficilis,159478,MN154.3,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Alkanibacter,,62.8,,AJ313020,55.1,13
Desulfatitalea tepidiphila,1185843,S28bF,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea,,56.6,,AB614135,54.5,13
Polygonibacillus indicireducens,1652101,In2-9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Polygonibacillus,,39.4,,LC054224,55.1,13
Pediococcus cellicola,319652,Z-8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,,38,,AY956788,51.8,13
Anaeroarcus burkinensis,82376,ATCC 51455,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,,48.5,,AJ010961,54.4,13
Parviterribacter kavangonensis,1640865,D16/0/H6,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,,72.8,,KP981370,59.8,13
Idiomarina sediminum,431675,c121,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,50,,EF212001,53.7,13
Roseomonas deserti,1817963,M3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,69.5,,LT837512,58.9,13
Roseomonas suffusca,1783357,S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,70.5,,LT009497,58,13
Geomonas ferrireducens,2570227,S62,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,,60.7,,MH915555,55.1,13
Geomonas oryzae,2364273,S43,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,,61.2,,MH915553,55.1,13
Spirochaeta dissipatitropha,324679,ASpC2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,,43.8,,AY995150,55.7,13
Aidingimonas lacisalsi,2604086,XHU 5135,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Aidingimonas,,58.1,,MK296409,57.3,13
Bacillus oshimensis,290588,K11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40.8,,AB188090,54.4,13
Altererythrobacter confluentis,1849021,KEM-4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,59.5,,KX129915,52.6,13
Alkalilimnicola ehrlichii,351052,MLHE-1 ,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola,GCA_000014785.1,67.5,3.3,AF406554,57.7,13
Leptospira venezuelensis,1958811,CLM-U50,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,,39.5,,,,13
Algoriphagus resistens,1750590,NH1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,41.9,,KX852396,54,13
Alkalimarinus sediminis,1632866,FA028,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alkalimarinus,,43.4,,KP178167,53.6,13
Paenibacillus tundrae,528187,A10b ,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,50.3,,EU558284,54.7,13
Chryseolinea serpens,947013,RYG,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,Chryseolinea,,49.9,,FR774778,51.3,13
Gluconobacter morbifer,479935,G707,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,,54.1,,EU409602,56,13
Thalassobacter stenotrophicus,266809,5SM22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobacter,,59.1,,AJ631302,54.1,13
Actinocatenispora sera,390989,KV-744,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora,,72.5,,AB263096,59.4,13
Lacunisphaera limnophila,1838286,IG16b,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,GCA_001746835.1,66.5,4.2,KX058882,54.6,13
Streptosporangium oxazolinicum,909287, K07-0460,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,,72,,AB594818,59.5,13
Hasllibacter halocynthiae,595589,KME 002,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Hasllibacter,,71.6,,FJ638616,55.4,13
Lutibacter profundi,1622118,LP1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,GCA_001543325.1,29.8,3,KP704270,49.8,13
Povalibacter uvarum,732238,Zumi 37,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Povalibacter,,64.2,,AB548216,55.5,13
Paenibacillus xylanexedens,528191,B22a,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,46.4,,EU558281,54.4,13
Flavobacterium aquidurense,362413,WB 1.1-56,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.5,,AM177392,50.4,13
Actinocrinis puniceicyclus,977794,OB1,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinocrinis,,70.2,,FR775984,61,13
Kineococcus glutinatus,1070872,YIM 75677,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,,74.8,,JN188946,59.2,12
Rectinema cohabitans,1652145,HM,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Rectinema,,51.5,,KP297860,56.8,12
Anaerovorax odorimutans,109327,NorPut1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Anaerovorax,,,,AJ251215,52.7,12
Deinobacterium chartae,521158,K4.1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinobacterium,,66.8,,AM988777,57.4,12
Idiomarina indica,1159017,SW104,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,49.8,,JN867053,54.6,12
Exiguobacterium profundum,307643,10C,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,,50.4,,AY818050,56.8,12
Aridibacter kavangonensis,1384639,Ac_23_E3,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,,52.6,,KF245633,50.5,12
Oceanobacillus chironomi,381706,T3944D,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,38.1,,DQ298074,53.4,12
Thauera propionica,2019431,KNDSS-Mac4,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,,65.9,,KY425607,56.1,12
